,T10,T50,T90,N+A,C5NP,C5IP,C5N,C6NP,C6IP,C6N,C6A,C7NP,C7IP,C7N,C7A,C8NP,C8IP,C8N,C8A,C9NP,C9IP,C9N,C9A,C10NP,C10IP,C10N,C10A
2998,100.6,118.4,144.1,43.023,0.716,0.467,0.134,3.259,1.732,3.88,0.635,7.856,6,11.401,3.262,8.511,8.47,8.139,5.909,5.108,8.562999999999999,5.71,3.117,0.9420000000000001,4.681,0.521,0.315
2999,100.8,118.6,144.2,43.199999999999996,0.7150000000000001,0.46900000000000003,0.135,3.243,1.725,3.847,0.793,7.819,5.942,11.363,3.25,8.516,8.45,8.148,5.952,5.114,8.551,5.715,3.075,0.9420000000000001,4.643000000000001,0.613,0.309
3000,100.5,118.3,145.1,43.272,0.7110000000000001,0.463,0.135,3.23,1.7229999999999999,3.854,0.71,7.802,5.9350000000000005,11.391,3.251,8.506,8.435,8.124,6.077,5.108,8.520000000000001,5.694,3.07,0.9450000000000001,4.471000000000001,0.654,0.312
3001,98,116.4,142.6,45.756,0.8919999999999999,0.556,0.148,3.094,1.7069999999999999,3.77,4.181,7.361,5.619,11.086,3.184,8.076,7.985,7.907,6.129,4.837,8.108,5.499,2.946,0.912,4.447,0.6,0.306
3002,99.4,117.8,145.2,44.701,0.7989999999999999,0.523,0.144,3.163,1.726,3.864,2.531,7.571,5.781999999999999,11.341,3.226,8.285,8.202,8.028,6.005,4.953,8.245000000000001,5.574,2.963,0.926,4.1770000000000005,0.724,0.301
3003,98.8,117.4,145.7,49.893,1.033,0.673,0.21,2.876,2.163,4.778,1.085,5.9,4.742999999999999,14.322,3.35,7.55,7.093,9.954,6.233,4.23,7.595,5.889,3.007,1.034,4.453,0.749,0.316
3004,98.2,116.9,144.7,53.318,1.128,0.736,0.239,2.729,2.339,5.115,1.029,5.118,4.2219999999999995,15.514,3.424,7.198,6.559,10.75,6.359,3.892,6.566000000000001,6.66,2.999,1.081,4.313000000000001,0.912,0.317
3005,100.2,118.1,145.3,42.86,0.745,0.47600000000000003,0.135,3.268,1.745,3.892,0.905,7.837,6.022,11.409,3.285,8.479,8.461,8.129,5.906,5.077,8.675,5.284,3.01,0.9440000000000001,4.388000000000001,0.586,0.319
3006,97.2,115.8,140.3,52.192,1.173,0.76,0.235,2.797,2.31,5.126,1.701,5.357,4.481,15.114,3.429,7.149,6.633,10.266,6.314,3.887,7.139,5.881,2.913,1.0399999999999998,4.115,0.893,0.32
3007,97.7,116.3,141.3,53.532,1.164,0.76,0.244,2.727,2.3829999999999996,5.239,0.742,5.028,4.2059999999999995,15.779,3.416,7.134,6.492,11.397,6.367,3.836,6.507000000000001,6.11,2.996,1.0869999999999997,4.304,0.922,0.32
3008,98,116,140.8,53.358,1.1640000000000001,0.759,0.244,2.736,2.3859999999999997,5.233,0.654,5.053,4.216,15.788,3.416,7.168,6.519,11.415,6.3,3.844,6.453,6.099,2.979,1.143,4.210999999999999,0.912,0.318
3009,98.6,116.5,141.2,45.629000000000005,0.869,0.561,0.165,3.276,2.049,4.361,0.899,7.123,5.611,12.587,3.243,8.058,7.884,8.728,5.906,4.706,7.973,5.777,2.968,1.029,4.557,0.657,0.338
3010,99.7,116.9,141.8,38.225,0.427,0.276,0.082,4.051,1.935,3.201,1.552,9.147,6.813,8.992,3.107,9.021,9.136,6.629,5.57,5.545,8.937000000000001,5.188,3.024,1.021,4.711,0.545,0.335
3011,100.9,117.8,142.6,34.352000000000004,0.222,0.14300000000000002,0.047,4.439,1.932,2.761,0.9,10.101,7.385,7.681,2.943,9.573,9.769,5.9,5.368,5.951,9.447,5.013,2.993,1.022,4.861000000000001,0.405,0.341
3012,101.2,118.2,144.1,32.916000000000004,0.14100000000000001,0.08600000000000001,0.032,4.606,1.927,2.538,0.963,10.521,7.634,6.989,2.874,9.751,10.093,5.488,5.34,6.102,9.641,4.905,3.09,1.026,4.966,0.349,0.348
3013,100.9,118,144.2,35.955999999999996,0.273,0.18000000000000002,0.061,4.188,1.872,2.817,1.704,9.827,7.204,7.895,3.068,9.323,9.604,5.996,5.559,5.812,9.241,4.997,3.095,1.039,4.905,0.421,0.343
3014,101.3,118.3,144.5,37.504000000000005,0.345,0.226,0.077,3.76,1.765,3.032,1.008,9.35,6.9,8.824,3.071,9.134,9.267999999999999,6.597,5.604,5.727,9.147,5.238,3.216,1.11,4.992,0.477,0.36
3015,101.5,118.5,145.3,36.662,0.30500000000000005,0.2,0.069,3.909,1.782,2.941,1.072,9.6,7.086,8.461,3.052,9.211,9.388,6.35,5.536,5.792,9.194,5.151,3.211,1.109,5.087,0.461,0.358
3016,102.2,118.8,145.3,35.1856,0.22899999999999998,0.149,0.0536,3.777,1.6219999999999999,2.728,0.77,9.949,7.293,7.971,3.017,9.402,9.676,6.063,5.444,6.029,9.4,5.087,3.219,1.184,5.241,0.442,0.391
3017,100.4,118.2,144.3,43.726,0.7170000000000001,0.464,0.133,3.328,1.7859999999999998,3.881,0.905,7.87,6.0360000000000005,11.336,3.256,8.469,8.448,8.062,5.862,5.066,7.7780000000000005,6.363,3.088,0.9550000000000001,4.684000000000001,0.519,0.321
3018,102.2,119.5,146.7,34.175,0.187,0.118,0.04,3.96,1.605,2.552,1.529,10.29,7.559,7.227,2.977,9.442,9.8311,5.499,5.453,6.144,9.535,4.875,3.203,1.121,5.217,0.418,0.402
3019,101.6,118.9,146.1,33.189,0.14300000000000002,0.09,0.03,4.164,1.664,2.461,1.505,10.561,7.784000000000001,6.819,2.974,9.505,9.924999999999999,5.239,5.274,6.211,9.588999999999999,4.81,3.308,1.137,5.337000000000001,0.373,0.396
3020,101.5,119.6,146.2,33.592999999999996,0.168,0.096,0.031,4.106,1.627,2.44,1.979,10.507,7.723000000000001,6.764,3.074,9.487,9.924999999999999,5.206,5.289,6.221,9.6,4.799,3.261,1.075,5.211,0.358,0.392
3021,102.5,119.2,145.2,32.304,0.08700000000000001,0.055,0.021,4.239,1.631,2.371,1.252,10.781,7.917,6.533,2.981,9.667,10.128,5.077,5.227,6.383,9.776,4.799,3.3,1.087,5.278,0.351,0.392
3022,103,119.7,146.9,31.788000000000004,0.062,0.039,0.016,4.028,1.494,2.271,1.043,10.959,8.02,6.447,2.959,9.789,10.251000000000001,5,5.255,6.512,9.914,4.804,3.233,1.122,5.25,0.373,0.387
3023,103.4,120.2,147.4,31.811999999999998,0.051000000000000004,0.031,0.014,3.895,1.44,2.223,0.9,10.988,8.052,6.404,2.967,9.787,10.243,4.996,5.296,6.499,9.918,4.825,3.409,1.148,5.454,0.364,0.414
3024,102.56,119.4,146.5,33.274,0.114,0.072,0.025,3.838,1.452,2.285,1.739,10.66,7.761,6.549,3.205,9.612,10.087,5.093,5.497,6.379,9.747,4.803,3.335,1.064,5.272,0.352,0.391
3025,90.9,112.5,143.4,51.747,2.536,1.471,0.319,3.16,2.936,6.545,0.598,5.083,5.503,16.426,3.29,5.729,6.077999999999999,9.376,4.28,3.036,6.65,6.722,2.504,0.914,4.48,0.929,0.758
3026,91.3,112,141.4,51.58800000000001,2.456,1.427,0.312,3.156,2.893,6.532,0.6,5.155,5.577,16.356,3.298,5.751,6.135,9.319,4.264,3.057,6.715,6.705,2.506,0.907,4.49,0.929,0.7670000000000001
3027,91.2,112.5,143.4,51.443,2.461,1.429,0.314,3.165,2.911,6.428,0.591,5.144,5.489000000000001,16.262,3.282,5.816,6.164,9.347,4.313,3.099,6.741,6.702,2.528,0.92,4.51,0.928,0.7480000000000001
3028,91.5,113.4,145.3,50.68100000000001,2.354,1.367,0.311,3.159,2.895,6.341,0,5.156,5.453,16.2,0.586,5.88,6.2,9.39,3.284,3.144,7.519,6.002,4.346,0.934,4.545,0.929,3.2920000000000003
3029,91.2,114.2,145.3,51.319,2.5380000000000003,1.4660000000000002,0.329,3.213,3.036,6.029,0.565,4.974,5.072,15.933,3.234,5.982,6.138,9.564,5.37,3.199,6.7620000000000005,5.981,2.62,0.988,4.630000000000001,0.9390000000000001,0.7550000000000001
3030,90.1,112.1,142.4,51.792,2.588,1.5,0.329,3.193,3.0060000000000002,6.55,0.599,5.029,5.43,16.488,3.267,5.708,6.005,9.41,5.141,3.022,6.595,5.802,2.501,0.923,4.486000000000001,0.937,0.7680000000000001
3031,89.8,110.9,145.1,52.486000000000004,2.705,1.5730000000000002,0.328,3.154,2.9539999999999997,7.289,0.651,5.092,5.936,17.251,3.32,5.299,5.815,9.159,4.814,2.76,6.362,5.596,2.328,0.828,4.284999999999999,0.928,0.8220000000000001
3032,88.4,110,142.9,52.56,2.7960000000000003,1.624,0.331,3.167,2.971,7.416,0.663,5.103,6.021,17.356,3.328,5.222,5.772,9.101,4.751,2.71,6.314,5.548,2.295,0.81,4.23,0.9640000000000001,0.8070000000000002
3033,88.2,109.5,141.8,52.605999999999995,2.831,1.6469999999999998,0.332,3.161,2.965,7.571,0.673,5.113,6.123,17.517,3.334,5.134,5.719,9.05,4.678,2.654,6.398,5.361,2.255,0.766,4.174,0.9610000000000001,0.874
3034,87,107.8,142,55.214,2.864,1.6789999999999998,0.33,3.095,2.9019999999999997,8.506,0.732,5.138,6.687,18.601,3.42,4.649,4.183,10.124,4.34,2.327,5.919,5.34,2.06,0.679,3.9239999999999995,0.9440000000000001,0.8170000000000002
3035,85.9,105.7,140.7,53.105000000000004,3.0389999999999997,1.787,0.334,3.042,2.866,9.385,0.788,5.134,7.2,19.562,3.477,4.156,6.911,6.963,3.985,1.996,5.601,5.06,1.858,0.549,3.7470000000000003,0.908,0.7849999999999999
3036,86.1,105.6,140.8,53.057,3.016,1.7729999999999997,0.333,3.049,2.871,9.284,0.783,5.139,7.148000000000001,19.449,3.474,4.209,6.936,6.988,4.021,2.034,5.638,5.082,1.878,0.585,3.7039999999999997,0.931,0.8340000000000001
3037,86.1,105.7,139.8,52.882999999999996,2.993,1.7569999999999997,0.331,3.052,2.8699999999999997,9.196,0.775,5.143,7.105,19.357,3.461,4.252,6.959,7.001,4.046,2.063,5.665,5.098,1.898,0.5720000000000001,3.8129999999999997,0.918,0.8019999999999999
3038,87.6,107.9,144,52.391999999999996,2.7720000000000002,1.6349999999999998,0.321,3.031,2.815,8.616,0.735,5.167,6.752,18.726,3.437,4.64,7.17,7.188,3.596,2.317,5.930000000000001,6.111,2.048,0.659,3.9789999999999996,0.911,0.7030000000000001
3039,95.1,113.8,144.8,50.21,1.647,0.914,0.26,2.87,2.48,6.111,0.548,5.317,5.226,16.063,3.358,6.399,8.078,8.106,4.72,3.471,7.082999999999999,6.993,2.738,0.943,4.676,0.878,0.43500000000000005
3040,93.3,113,143.4,50.74400000000001,1.902,1.152,0.273,2.915,2.558,6.681,0.593,5.302,5.599,16.654,3.377,5.996,7.858,7.899,5.353,3.211,6.853,5.878,2.577,0.878,4.444,0.88,0.5790000000000001
3041,91.1,111.6,145.2,52.05600000000001,2.255,1.3559999999999999,0.297,2.842,2.653,7.404,0.639,4.881,5.731999999999999,17.568,3.397,5.381,7.562,7.625,5.092,2.787,6.293,5.783,2.473,0.983,4.421,1.005,0.773
3042,92.5,113.2,146.3,54.08,2.0389999999999997,1.2429999999999999,0.288,2.738,2.577,6.963,0.601,4.714,5.287999999999999,17.203,3.392,5.663,5.844,9.741,5.418,2.956,6.404,6.025,2.647,1.1359999999999997,4.6290000000000004,1.047,0.755
3043,93.5,113.9,146.1,54.195,1.955,1.1989999999999998,0.285,2.688,2.544,6.835,0.592,4.634,5.138999999999999,17.122,3.402,5.73,5.845,9.85,5.521,2.993,6.477,6.047,2.7,1.1839999999999997,4.704,1.069,0.772
3044,93,113.1,146.9,52.368,2.016,1.22,0.275,2.879,2.55,6.784,0.603,5.184,5.645,16.555,3.347,5.812,6.123,9.267,5.27,3.121,6.649,5.836,2.646,1.1219999999999999,4.648,1.0170000000000001,0.768
3045,94.2,114.4,146.6,54.211,1.8770000000000002,1.158,0.282,2.647,2.5149999999999997,6.682,0.576,4.57,4.973,17.006,3.397,5.836,5.9,9.943,5.646,3.056,6.521,6.123,2.764,1.2399999999999998,4.797,1.082,0.71
3046,94.2,114.7,147.74,51.807,1.865,1.146,0.27,2.753,2.502,6.62,0.573,4.851,5.1209999999999996,16.786,3.395,6.015,6.19,9.911,5.594,3.164,7.49,4.313,2.885,1.2619999999999998,4.399,0.662,0.7979999999999999
3047,94.1,114.6,146.7,54.149,1.871,1.155,0.28,2.65,2.512,6.645,0.574,4.573,4.957,16.939,3.389,5.849,5.8919999999999995,10.627,4.994,3.067,6.519,6.12,2.774,1.262,4.812,1.087,0.72
3048,94,114.5,147.9,54.11,1.8719999999999999,1.156,0.281,2.653,2.514,6.642,0.577,4.578,4.963,16.933,3.395,5.85,5.896999999999999,10.583,4.997,3.068,6.521,6.119,2.775,1.2429999999999999,4.817,1.09,0.718
3049,94.1,114.7,146.7,53.53999999999999,1.854,1.1420000000000001,0.275,2.705,2.503,6.579,0.576,4.744,5.077,16.712,3.383,5.915,5.988,10.453,4.943,3.131,6.614,6.056,2.777,1.2299999999999998,4.816999999999999,1.0759999999999998,0.71
3050,94,113.6,144.4,53.498999999999995,1.864,1.1389999999999998,0.275,2.729,2.507,6.725,0.585,4.821,5.254,16.848,3.377,5.823,5.981999999999999,10.359,4.818,3.081,6.591,5.965,2.718,1.1749999999999998,4.738999999999999,1.063,0.766
3051,95.1,114.3,144.8,52.32,1.798,1.1009999999999998,0.263,2.812,2.477,6.449,0.573,5.11,5.355,16.247,3.343,6.04,6.2059999999999995,10.155,4.801,3.262,6.798,5.927,2.774,1.192,4.797,1.048,0.74
3052,94.3,114.3,144.9,51.56399999999999,1.796,1.0919999999999999,0.258,2.898,2.476,6.402,0.58,5.354,5.564,15.972,3.33,6.09,6.339,9.978,4.687,3.328,6.886,5.818,2.76,1.1539999999999997,4.777,1.029,0.75
3053,94.2,114.6,145.1,52.94800000000001,1.768,1.077,0.267,2.78,2.514,6.357,0.583,4.885,5.183999999999999,16.392,3.391,5.979,6.183999999999999,10.445,4.87,3.179,6.737,6.06,2.772,1.1929999999999998,4.822,1.057,0.754
3054,94.4,114.5,144.2,52.333000000000006,1.7530000000000001,1.051,0.263,2.887,2.575,6.067,0.593,4.918,5.2330000000000005,16.09,3.454,5.984,6.381,9.755,5.512,3.148,6.891,6.134,2.746,1.1329999999999998,4.975,1.044,0.675
3055,102.4,119.5,146.7,33.07,0.112,0.071,0.025,3.889,1.47,2.302,1.627,10.725,7.807,6.584,3.057,9.666,10.148,5.113,5.417,6.418,9.627,4.948,3.234,1.058,5.1160000000000005,0.383,0.38
3056,103,119.9,147.4,33.295,0.10200000000000001,0.06,0.024,3.893,1.465,2.307,1.023,10.756,7.793,6.641,3.02,9.77,10.245,5.197,5.36,6.503,9.091,5.703,3.257,1.057,5.156,0.385,0.378
3057,103.1,119.5,146.1,33.301,0.099,0.059,0.024,3.92,1.4809999999999999,2.306,1.002,10.75,7.79,6.618,3.01,9.764,10.241999999999999,5.187,5.356,6.493,9.061,5.722,3.359,1.05,5.316,0.351,0.366
3058,103.7,119.4,142.5,33.076,0.098,0.056999999999999995,0.024,3.911,1.468,2.307,0.749,10.766,7.774,6.649,0,9.82,10.296,5.234,3.02,6.534,9.106,5.749,5.332,1.049,5.2940000000000005,0.384,3.6279999999999997
3059,102.3,118.4,142.4,34.133,0.13,0.083,0.03,3.942,1.508,2.292,2.09,10.565,7.630000000000001,6.461,3.152,9.619,10.077,5.047,5.488,6.402,8.886999999999999,5.594,3.24,1.007,5.224,0.382,0.357
3060,102.6,119.1,143.9,33.786,0.11499999999999999,0.071,0.027,3.934,1.502,2.288,1.574,10.625,7.664,6.503,3.092,9.688,10.245,5.121,5.434,6.458,8.998999999999999,5.68,3.362,1.022,5.298,0.349,0.356
3061,101.8,119.6,145.9,33.754000000000005,0.104,0.064,0.026,4.215,1.694,2.297,1.807,10.552,7.6160000000000005,6.319,3.013,9.634,10.164,4.901,5.862,6.416,8.92,5.544,3.289,0.964,5.178000000000001,0.37,0.326
3062,102.8,119.5,144.8,32.749,0.085,0.046,0.026,4.208,1.715,2.273,0.901,10.63,7.609,6.306,2.967,9.786,10.289,5,5.502,6.589,9.083,5.678,3.387,0.996,5.452,0.382,0.327
3063,103.3,120.2,145.8,32.268,0.071,0.037000000000000005,0.025,4.189,1.707,2.247,0.643,10.658,7.594,6.273,2.952,9.865,10.442,4.937,5.425,6.671,9.22,5.631,3.426,1.009,5.268000000000001,0.382,0.327
3064,103.3,120.1,145.8,32.455999999999996,0.06999999999999999,0.036000000000000004,0.025,4.197,1.703,2.247,0.678,10.669,7.609,6.269,2.957,9.849,10.366999999999999,5.028,5.427,6.645,9.188,5.712,3.401,1.005,5.296,0.387,0.325
3065,102.9,119.3,144.7,32.795,0.124,0.07,0.03,4.2,1.738,2.388,0.689,10.58,7.597,6.51,2.971,9.74,10.342,5.009,5.386,6.574,9.097,5.717,3.39,0.999,5.420000000000001,0.382,0.323
3066,101.4,119.6,146.4,35.098,0.202,0.123,0.04,4.043,1.7,2.462,2.478,10.178,7.356,6.584,2.952,9.362,9.914,5.002,5.935,6.306,8.78,5.579,3.388,0.968,5.296,0.34700000000000003,0.331
3067,102.9,119.9,146.6,33.161,0.119,0.068,0.03,4.157,1.716,2.344,0.972,10.51,7.529,6.423,2.951,9.706,10.247,5.045,5.484,6.565,9.088999999999999,5.718,3.499,1.001,5.467000000000001,0.353,0.342
3068,103.1,120.2,146.2,32.487,0.088,0.047,0.028,4.185,1.719,2.291,0.666,10.613,7.575,6.344,2.949,9.821,10.357,5.045,5.4,6.647,8.965,5.606,3.429,1.014,5.178000000000001,0.387,0.342
3069,103.4,120,146.1,32.396,0.074,0.037000000000000005,0.026,4.202,1.7249999999999999,2.259,0.483,10.651,7.58,6.293,2.943,9.859,10.398,5.045,5.341,6.679,9.024999999999999,5.763,3.545,1.016,5.5249999999999995,0.351,0.347
3070,103.2,119.8,144.6,31.897,0.06,0.030000000000000002,0.023,4.286,1.743,2.269,0.482,10.724,7.6579999999999995,6.271,2.945,9.888,10.404,4.935,5.333,6.673,9.362,5.491,3.433,1,5.357,0.381,0.334
3071,100.4,118.5,145.6,33.775999999999996,0.14500000000000002,0.074,0.025,4.201,1.69,2.172,3.94,10.34,7.4,5.95,2.997,9.504,10.043,4.688,5.477,6.362,9.524,4.605,3.254,0.9440000000000001,5.21,0.363,0.305
3072,102,119.8,146.1,31.802800000000005,0.066,0.033,0.0188,4.382,1.7510000000000001,2.234,1.641,10.716,7.68,6.103,2.967,9.795,10.331,4.806,5.347,6.535,9.892000000000001,4.667,3.33,0.9560000000000001,5.332,0.363,0.326
3073,102.7,119.9,146.3,32.32899999999999,0.154,0.08600000000000001,0.033,4.339,1.818,2.452,0.766,10.311,7.444,6.635,2.959,9.666,10.241999999999999,5.08,5.287,6.473,9.69,4.921,3.424,1.039,5.576999999999999,0.40900000000000003,0.363
3074,101.3,119.8,147,32.594,0.42899999999999994,0.273,0.05,4.381,1.94,2.549,0.746,10.159,7.372,6.759,2.932,9.528,10.02,5.219,5.227,6.378,9.581,4.924,3.403,1.0559999999999998,5.428,0.41000000000000003,0.375
3075,100.8,119.4,146.7,32.72,0.545,0.36600000000000005,0.059,4.425,2.011,2.599,0.72,10.083,7.34,6.808,2.918,9.445,9.940999999999999,5.23,5.196,6.32,9.505999999999998,4.938,3.488,1.065,5.531000000000001,0.375,0.389
3076,100.5,119.7,145.2,32.287000000000006,0.374,0.241,0.046,4.398,1.941,2.467,0.586,10.16,7.328,6.578,2.911,9.657,10.142999999999999,5.182,5.23,6.44,9.643999999999998,4.955,3.555,1.092,5.632000000000001,0.414,0.363
3077,101.6,120.2,146.4,33.275999999999996,0.15100000000000002,0.087,0.031,4.241,1.793,2.182,2.571,9.994,7.096,6.012,3.01,9.738,10.168999999999999,4.974,5.373,6.447,9.598999999999998,4.847,3.559,1.1019999999999999,5.621,0.368,0.349
3078,103.3,120.9,146.7,31.935000000000002,0.141,0.08800000000000001,0.031,4.311,1.829,2.284,0.703,10.188,7.258,6.308,2.926,9.916,10.347,5.168,5.379,6.56,9.799999999999999,4.876,3.501,1.119,5.6770000000000005,0.40800000000000003,0.351
3079,103,120,144.4,31.858000000000004,0.166,0.10300000000000001,0.031,4.384,1.863,2.328,0.577,10.291,7.364999999999999,6.365,2.916,9.869,10.402,5.153,5.313,6.544,9.753,4.952,3.482,1.095,5.628000000000001,0.405,0.336
3080,102.8,119.4,142.4,31.204,0.088,0.055,0.022,4.47,1.839,2.286,0.501,10.578,7.578,6.218,2.924,9.899,10.353,4.942,5.298,6.599,9.893,4.835,3.457,1.0399999999999998,5.508,0.391,0.33
3081,103.3,119.5,143.9,32.724000000000004,0.15400000000000003,0.094,0.038,4.26,1.847,2.414,0.443,10.022,7.173,6.706,2.917,9.859,10.189,5.44,5.433,6.492,9.7,5.053,3.5,1.092,5.326000000000001,0.426,0.354
3082,103.3,120.8,145,31.252999999999997,0.053,0.028,0.024,4.373,1.8239999999999998,2.217,0.419,10.32,7.332,6.085,2.888,10.088,10.572999999999999,4.999,5.358,6.683,9.954,4.981,3.552,1.093,5.686999999999999,0.401,0.329
3083,96.7,113.4,142.7,52.055,1.681,1.003,0.257,2.926,2.579,5.917,0.594,4.963,5.258,15.909,3.473,6.028,6.484,9.774,5.512,3.171,6.995,6.155,2.757,1.1239999999999999,5.000999999999999,1.034,0.673
3084,94.4,114.2,145.3,51.389,1.7480000000000002,1.0279999999999998,0.254,3.053,2.625,5.983,0.623,5.174,5.603,15.803,3.506,5.923,6.604,9.532,5.296,3.114,7.057,6.016,2.664,1.0499999999999998,4.908999999999999,0.9880000000000001,0.724
3085,94.3,114.7,146.7,50.83,1.719,1.0079999999999998,0.249,3.09,2.61,5.924,0.622,5.323,5.71,15.602,3.495,5.978,6.699999999999999,9.393,5.255,3.171,7.138999999999999,5.912,2.664,1.0299999999999998,4.914000000000001,0.9790000000000001,0.735
3086,94.2,114,146.3,50.617000000000004,1.759,1.027,0.249,3.131,2.63,5.938,0.63,5.373,5.803,15.574,3.504,5.944,6.7299999999999995,9.332,5.195,3.151,7.154999999999999,5.928,2.647,1,4.963000000000001,0.9780000000000001,0.6419999999999999
3087,94.8,114.3,145.3,49.283,1.745,1.019,0.246,3.149,2.621,5.919,0.626,5.453,5.8500000000000005,15.489,3.487,5.986,6.651,10.343,5.174,3.189,8.372,3.52,2.64,0.996,4.756,0.9610000000000001,0.878
3088,94.3,113.7,144.9,50.04900000000001,1.746,1.0159999999999998,0.247,3.16,2.637,5.945,0.635,5.422,5.882,15.545,3.508,5.925,6.757000000000001,10.106,4.368,3.141,7.811,5.28,2.628,0.977,4.755,0.9560000000000001,0.831
3089,94.4,114,144.9,49.605,1.7710000000000001,1.031,0.244,3.194,2.628,5.901,0.629,5.552,5.946999999999999,15.322,3.47,5.976,6.792999999999999,9.956,4.319,3.2,7.66,5.38,2.626,0.969,4.906,0.9650000000000001,0.793
3090,90.3,110,144.6,53.64500000000001,2.395,1.446,0.281,3.046,2.5439999999999996,7.552,0.791,5.425,6.351,17.3,3.657,5.027,4.491,10.909,3.905,2.59,6.822,5.13,2.31,0.752,4.5729999999999995,1.017,0.7929999999999999
3091,88.7,108.3,143.2,54.92699999999999,2.676,1.632,0.3,2.969,2.5239999999999996,8.365,0.872,5.275,6.538,18.342,3.761,4.48,4.261,10.513,2.826,2.218,6.38,5.833,2.133,0.637,4.396999999999999,1.075,0.907
3092,88.6,108.4,143.6,53.89999999999999,2.689,1.6400000000000001,0.3,2.993,2.533,8.412,0.877,5.326,6.604,18.382,3.769,4.478,5.438,8.37,4.359,2.219,6.088,5.251,2.122,0.724,4.151,1.092,0.966
3093,88.3,108.3,142.5,53.37599999999999,2.723,1.66,0.3,2.999,2.529,8.46,0.887,5.353,6.6530000000000005,18.377,3.776,4.431,5.529999999999999,8.801,4.313,2.196,6.2139999999999995,4.663,2.11,0.741,3.8270000000000004,0.8,0.889
3094,86.3,106.8,146.4,55.126000000000005,3.0490000000000004,1.8679999999999999,0.32,2.949,2.525,9.401,0.984,5.221,6.962999999999999,19.593,3.911,3.78,5.0889999999999995,8.615,3.964,1.745,5.68,4.581,1.856,0.447,3.607,0.831,1.0699999999999998
3095,86.4,106.8,147.1,55.05500000000001,3.049,1.868,0.32,2.95,2.524,9.38,0.981,5.227,6.9590000000000005,19.564,3.905,3.794,5.101,8.62,3.973,1.756,5.707,4.587,1.859,0.563,3.545,0.813,1.053
3096,86.5,106.7,143.7,54.666,2.9610000000000003,1.813,0.315,2.966,2.521,9.237,0.966,5.278,6.933999999999999,19.375,3.886,3.908,5.193,8.627,4.022,1.837,5.83,4.498,1.899,0.467,3.587,0.8109999999999999,1.03
3097,85.8,106.2,145.4,54.456999999999994,3.121,1.9159999999999997,0.325,2.934,2.5269999999999997,9.597,1.006,5.179,7.014,18.861,3.94,3.645,4.992999999999999,8.547,3.905,1.64,5.596,4.57,1.807,0.5389999999999999,3.5460000000000003,0.827,1.072
3098,86.3,105.9,140.9,55.283,3.118,1.912,0.324,2.948,2.527,9.556,1.003,5.21,7.016,19.768,3.936,3.682,5.0249999999999995,8.519,3.909,1.679,5.598,4.558,1.816,0.547,3.5580000000000003,0.827,1.067
3099,86.9,107,143.1,54.48599999999999,2.9320000000000004,1.8,0.31,2.976,2.489,9.186,0.968,5.394,6.994,19.19,3.885,3.956,5.271,8.477,4.006,1.898,5.853000000000001,4.577,1.911,0.456,3.6029999999999998,0.8109999999999999,1.165
3100,87.3,107.2,140.8,55.10600000000001,2.808,1.718,0.303,2.995,2.501,8.849,0.929,5.416,6.8709999999999996,18.791,3.833,4.186,4.253,9.733,4.136,2.049,6.038,4.624,1.999,0.516,3.6939999999999995,0.7949999999999999,1.1139999999999999
